Estabelecimento_ID,PolaridadeTexto,PolaridadeValor,ResumoTexto
ChIJXRtn0dL-zpQR04DSr8aAM0Y,Positivo,0.6555104166666667,"Place to have that breakfast with bread on the plate, very tasty and for a great price. Best dish I've ever eaten Whenever I'm around I always eat there.. Bakery with good options at the snack counter, tasty French bread but with few options for other types of bread and sweets.."
ChIJRS1kpV1ZzpQR8dkhHAKuTuk,Positivo,0.4417708333333333,"Accept that the scheme is quite simple, like an old-fashioned vending machine, although cards are accepted. Simple, clean, stuffy place, products exposed without protection, attendants concerned with production, not paying much attention to customers."
ChIJSUTZWRiw3pQR7FdQ75KILDQ,Positivo,0.3736072781385281,"It""s a lit bit more expensive than the other bakeries in Joinville, but some products as the ham and the cheese are totally worth it.. Good bread options and fresh sliced cold cuts. A lot of options from breads to fine wines and others imported items.."
ChIJH2pObGdYzpQRXIJ8SIG2S1Y,Positivo,0.4716778273809524,A place for you to be happy having your coffee in peace ☮️✌️. I would have ordered an extra tea if it weren't for that.
ChIJC3zvDp1QzpQRwfbLQpYBEac,Positivo,0.4249151334776335,"A not cheap place, where we don't spend little, doing such rudeness is incomprehensible. Ah, the nest cake is pure sugar, it doesn't even taste like milk, I couldn't eat it.. A delightful place, top notch service and the cakes, all wonderful, each day I order a different flavor to try them all."
ChIJ_2yVSatZzpQRF3HLnZHRJco,Positivo,0.4696028645833333,"If you come to SP, make a stop here and enjoy the delicious cakes.. Food with great flavor cafe ditto I love their foccaccia and sweet pies too!."
ChIJKQMG_2xRzpQRsvEniFrQI9w,Positivo,0.5878806029040404,"Very good.... everything made with great care, whimsical decoration, beautiful crockery, sweets on display that make you want to try them all, friendly and cordial service, super comfortable armchairs, well-brewed espresso, incredible brigadeiros... all afternoon there.... I had a meeting there and it made me want to work more in the place."
ChIJqQCdC8RZzpQRuaTZJUeo004,Positivo,0.2543331916099773,This time there was an exhibition of clothes crafted with incredible lines respecting tradition. We had an espresso and a strained one that were good but the sweets are sensational.
ChIJzU9oGxVZzpQRtMhKbFVZtRg,Positivo,0.3025988152472527,"The service was a little slow, and they don't accept credit cards...but it's pet friendly ❤. I'll still be back to try some more snacks and update here.."
ChIJQ5-q7ldYzpQRG9Egoh9qPVI,Positivo,0.7429166666666667,It wasn't the best.. Serves great coffee!
ChIJExtlk-BQzpQRDRqQx94jbWM,Positivo,0.5022154017857143,"The main asset here is the Expresso Coffee (amazing) and it always come with a good candy together, their chocolates are unique!!. You can't always have a coffee sitting down and chat at ease."
ChIJOwjAKTNYzpQRCPZHOOM77QU,Positivo,0.2928478629298942,"I understand that the entrepreneur has costs and also needs to make a profit, of course! Before going to this place, research other competitors in the vicinity that have better reviews!!!."
ChIJp8YFJL9ZzpQRlJ5V_xqFxEU,Positivo,0.5238711288711289,Perfectly roasted beans and the correct amount of serving temperature made it a joyful experience. Cozy and quiet place to have a coffee alone or in small groups.
ChIJW8QqIJZZzpQRKY_ev0XC6io,Positivo,0.4911667404565131,"Better stay away from the “Focaccia”, it’s basically fat/oil soaked dough with some garnish. I also missed a key lime pie, but it didn't live up to expectations."
ChIJ-0Kg6lFYzpQRM6G-6kGeFkc,Positivo,0.4793923611111111,"Great snacks, snacks and drinks (coffees and juices) for a very fair price; the attendants are always very friendly. The place is small and is usually full, but for a quick snack, it's not a problem.."
ChIJnwdJsFVYzpQRp3yJhTvySAY,Positivo,0.268976886209029,"The Landlady just told me that I didn't need to pay the bill, but I could have broken my tooth or perforated my intestines with that thin piece of plastic and rigid, which could lead to far more serious complications. I love this neighborhood, as it is surrounded by History (Largo São Bento, Ed."
ChIJQbd44VFYzpQRRi53LxrO-XE,Positivo,0.3520746527777778,"Traditional place in the Republic, makes a great cinnamon coffee as the name implies, not expensive, good place to have a quick coffee.. Coffee with cinnamon, simple and straight to the point.. Unequaled."
ChIJ98Rlo_5XzpQRAp8T3lx-Qac,Positivo,0.2040136103683897,"Though beautiful, I found this place overhyped and the food is nothing that special. The only place with real Nutella was in this pink cappuccino, which is not good."
ChIJuVLajF1YzpQR_4XBCQyYzNg,Positivo,0.3115854414682539,"Beautiful location with great ambiance, a  very enjoyable experience, and friendly staff, but 4/5 stars because the quality of the espresso was a bit off this day. With typical Colombian dishes, freshly made food, different and very tasty drinks, all accompanied by excellent service."
ChIJ6xejhLhZzpQRakp7TIMvY5k,Positivo,0.3886779626623377,"The menu actually has nice big salads, which can be hard to find in Brazil. Excellent location, specially on Sundays, when the avenue is closed for cars."
ChIJK73OtlVYzpQRmxTwBZPKlaY,Positivo,0.3655556588955027,"I would say 4.3 :) Perfect location, clean, nice decorations, well organized menus, good service, nice staffs, no long waiting time, fair price setting (maybe a bit more expensive than other places in the neighborhood/centro but no complaint) My carrot cake with chocolate was amazing! I could eat five more slices🤣 My cappuccino came with a cute little dog art on it😘 very lovely to see it !"
ChIJdcQM1SpYzpQRpD3Wz1v6JK0,Positivo,0.3151896569865319,"In general about the coffee place itself even with such personal I simply can""t give it less than 5 stars. So, for a review from an actual native English speaker, let me set the record straight, again."
ChIJ1frS2L5ZzpQRYTC8j56RdGQ,Positivo,0.3272245606575963,"I will come back for sure.. A small but very nice cafe. There is no zero lactose milk for the coffees.. Small space, but ok.. like that."
ChIJRfw1I4dZzpQR7WlXbn3WN7g,Positivo,0.5,Excellent bookstore specializing in children and youth. It has free events every week.
ChIJQRsiQlRYzpQRCkklxqTT76E,Positivo,0.3825297619047619,"Very tasty gourmet coffee varieties plus a variety of sweet and savory snacks.. Can""t miss if you""re visiting downtown - on business or as a tourist!."
ChIJKVnO275ZzpQRx7YyPPJdmNY,Positivo,0.3448532196969697,"I recommend it.. An interesting option if you are in Martins Fontes and want to eat something or have a coffee! The food is pleasant without great attractions, but I found it a little expensive for what was offered!."
ChIJ18PwP7V1K4cRleDxNGAyzEg,Positivo,0.3743571428571428,We were craving crepes so just Googled 'crepes near me' and saw good reviews. Staff has always been terrific and are well loved among their many patrons.
ChIJKY73HalZzpQR1ZE9JE8dzS0,Positivo,0.6110466269841269,"Great bakery, coffee is right, try their ice creams or a milkshake. prices are same as in europe, so they could try a bit harder.. Pistachio gelato is excellent."
ChIJeYSi6VZYzpQR0GG1Crup1Vc,Positivo,0.5916666666666667,"If not the best, then one of the best pies I've ever had! Good and cheap.. excellent coffee."
ChIJy_Nx8yVazpQRfS3c9meKjik,Positivo,0.3368489583333333,Enjoy the atmosphere of a well decorated lovely nice coffee with your friends and family. Only place in Brazil where I was able to find iced coffee
ChIJt5oHnnjk3JQRBasruEmnG9M,Positivo,0.3881998697916666,"Very good coffee, fun and cozy atmosphere, wonderful cheesecake, delicious tea, worth checking out! Macaron de sigh for a cafe that claims to be French is incoherent."
ChIJl2QPn1BYzpQRQAuiqpQGP0Y,Positivo,0.6665625,"Great service and the espresso w/ chocolate on point, very fair value. Cappuccino both hot and iced are very good.."
ChIJA1dkWKBZzpQRNcE14mmzErQ,Positivo,0.3047805059523809,"These 3 stars don""t mean that it is bad, but it is also sometimes called the best place for brunch. Everything is passable, but with a hefty price.. Top."
ChIJZU3jiE9RzpQROotKHYYQGs4,Positivo,0.3312135416666666,"but to my disappointment the other piece was also hard. Not like the first one that was, dry and hard."
ChIJ2aUWIZv3zpQRX8Z5vB3957c,Positivo,0.3838408569512085,I found that there is a lack of up-to-date information about opening hours on social media.. What place! The decoration makes you dream… great food and a very well executed drink (I had aperol).
ChIJlYzOp9lZzpQRsgQfSrC7_60,Positivo,0.4175852617105202,"On the contrary, I've always employed more women than men, but in other segments (finance, controlling, sales and call center). Now there is also a hamburger option, some of them with shrimp as the main ingredient."
ChIJVXbLQGP3zpQRBRrg9gCsICs,Positivo,1.0,Best cake ever
ChIJdaSu5pVbzpQRgFxglb_F-sU,Positivo,0.34375,"Lots of items to save your life when you crave some candy. If you want a radical Barbie tattoo, this is the place, it even comes with bubble gum.. Fast and objective service!"
ChIJe6fRC_5ZzpQRHjYHerQkyzQ,Positivo,0.2810512329931972,"Great view to a small cosy park in the heart of Vila Nova Conceicao.. Beautiful place with extremely expensive prices. Good food, a little expensive.. Beautiful location.. One of the most charming cafes in Vila Nova Conceição… it's really nice to sit at one of the outside tables, have a coffee to the sound of children playing and the birds that inhabit Praça Pereira Coutinho."
ChIJ63-8ytRZzpQRubXlgrtwe8I,Positivo,0.45525,"They don't speak English at all so you would have to point. It took me 20 mins to explain what a gift box is, so use images."
ChIJgwSldDxYzpQRQuSu9ghEJqc,Positivo,0.39953125,"I never thought Bauducco had a store.. until today. Really liked this place, they were all soo nice."
ChIJ74B2rjpYzpQR1AIbV34-5g0,Positivo,0.387316829004329,"The biscuits without wheat flour and no milk, nut based are delicious! Very nice space for a coffee after lunch, or to talk in the afternoon."
ChIJ8R0umdiSpgARZb4sukbdL48,Positivo,0.4501785714285714,"Attentive service, rustic but cozy atmosphere, in this rainy season there's no way not to have leaks. Very good food from Minas Gerais by the kilo with a choice of barbecue and prime meat."
ChIJr-JVVPT3zpQRSA_eDy45jlM,Positivo,0.4827915313852814,"Apart from the meats, which weren""t all that varied, the salad bar was rather limited. The atmosphere is average.. A new spade of the rodizio coming less than every minute.nits hard to keep up with how much meat they have."
ChIJx8zMKykZzpQR_-l2tv6nA4c,Positivo,0.4683839285714286,"For me the best pancake in Baixada Santista!!!! Very good food, the attendants were always attentive, but the owner, God is, but he didn't even give us a good night."
ChIJseE6a4RXzpQR71XUkr1Gipc,Positivo,0.0222693076599326,"You gained a loyal customer with this wonderful cake that I had the pleasure of buying. We called to complain, a guy asked 'one moment please', I was on the line for 15 minutes."
ChIJk6KZjnljzpQRa7nWEb18oPE,Positivo,0.4032206530448718,"Excellent place, good food, only has little space but I think they soon improved.. Very good food, fair price, the plate comes full."
